sample_id,population_id,superpopulation,dataset,country,neural_ancestry
HG00096,GBR,European,kg,,European
HG00097,GBR,European,kg,,European
HG00099,GBR,European,kg,,European
HG00100,GBR,European,kg,,European
HG00101,GBR,European,kg,,European
HG00102,GBR,European,kg,,European
HG00103,GBR,European,kg,,European
HG00105,GBR,European,kg,,European
HG00106,GBR,European,kg,,European
HG00107,GBR,European,kg,,European
HG00108,GBR,European,kg,,European
HG00109,GBR,European,kg,,European
HG00110,GBR,European,kg,,European
HG00111,GBR,European,kg,,European
HG00112,GBR,European,kg,,European
HG00113,GBR,European,kg,,European
HG00114,GBR,European,kg,,European
HG00115,GBR,European,kg,,European
HG00116,GBR,European,kg,,European
HG00117,GBR,European,kg,,European
HG00118,GBR,European,kg,,European
HG00119,GBR,European,kg,,European
HG00120,GBR,European,kg,,European
HG00121,GBR,European,kg,,European
HG00122,GBR,European,kg,,European
HG00123,GBR,European,kg,,European
HG00125,GBR,European,kg,,European
HG00126,GBR,European,kg,,European
HG00127,GBR,European,kg,,European
HG00128,GBR,European,kg,,European
HG00129,GBR,European,kg,,European
HG00130,GBR,European,kg,,European
HG00131,GBR,European,kg,,European
HG00132,GBR,European,kg,,European
HG00133,GBR,European,kg,,European
HG00136,GBR,European,kg,,European
HG00137,GBR,European,kg,,European
HG00138,GBR,European,kg,,European
HG00139,GBR,European,kg,,European
HG00140,GBR,European,kg,,European
HG00141,GBR,European,kg,,European
HG00142,GBR,European,kg,,European
HG00143,GBR,European,kg,,European
HG00145,GBR,European,kg,,European
HG00146,GBR,European,kg,,European
HG00148,GBR,European,kg,,European
HG00149,GBR,European,kg,,European
HG00150,GBR,European,kg,,European
HG00151,GBR,European,kg,,European
HG00154,GBR,European,kg,,European
HG00155,GBR,European,kg,,European
HG00157,GBR,European,kg,,European
HG00158,GBR,European,kg,,European
HG00159,GBR,European,kg,,European
HG00160,GBR,European,kg,,European
HG00171,FIN,European,kg,,European
HG00173,FIN,European,kg,,European
HG00174,FIN,European,kg,,European
HG00176,FIN,European,kg,,European
HG00177,FIN,European,kg,,European
HG00178,FIN,European,kg,,European
HG00179,FIN,European,kg,,European
HG00180,FIN,European,kg,,European
HG00181,FIN,European,kg,,European
HG00182,FIN,European,kg,,European
HG00183,FIN,European,kg,,European
HG00185,FIN,European,kg,,European
HG00186,FIN,European,kg,,European
HG00187,FIN,European,kg,,European
HG00188,FIN,European,kg,,European
HG00189,FIN,European,kg,,European
HG00190,FIN,European,kg,,European
HG00231,GBR,European,kg,,European
HG00232,GBR,European,kg,,European
HG00233,GBR,European,kg,,European
HG00234,GBR,European,kg,,European
HG00235,GBR,European,kg,,European
HG00236,GBR,European,kg,,European
HG00237,GBR,European,kg,,European
HG00238,GBR,European,kg,,European
HG00239,GBR,European,kg,,European
HG00240,GBR,European,kg,,European
HG00242,GBR,European,kg,,European
HG00243,GBR,European,kg,,European
HG00244,GBR,European,kg,,European
HG00245,GBR,European,kg,,European
HG00246,GBR,European,kg,,European
HG00250,GBR,European,kg,,European
HG00251,GBR,European,kg,,European
HG00252,GBR,European,kg,,European
HG00253,GBR,European,kg,,European
HG00254,GBR,European,kg,,European
HG00255,GBR,European,kg,,European
HG00256,GBR,European,kg,,European
HG00257,GBR,European,kg,,European
HG00258,GBR,European,kg,,European
HG00259,GBR,European,kg,,European
HG00260,GBR,European,kg,,European
HG00261,GBR,European,kg,,European
HG00262,GBR,European,kg,,European
HG00263,GBR,European,kg,,European
HG00264,GBR,European,kg,,European
HG00265,GBR,European,kg,,European
HG00266,FIN,European,kg,,European
HG00267,FIN,European,kg,,European
HG00268,FIN,European,kg,,European
HG00269,FIN,European,kg,,European
HG00271,FIN,European,kg,,European
HG00272,FIN,European,kg,,European
HG00273,FIN,European,kg,,European
HG00274,FIN,European,kg,,European
HG00275,FIN,European,kg,,European
HG00276,FIN,European,kg,,European
HG00277,FIN,European,kg,,European
HG00278,FIN,European,kg,,European
HG00280,FIN,European,kg,,European
HG00281,FIN,European,kg,,European
HG00282,FIN,European,kg,,European
HG00284,FIN,European,kg,,European
HG00285,FIN,European,kg,,European
HG00288,FIN,European,kg,,European
HG00290,FIN,European,kg,,European
HG00304,FIN,European,kg,,European
HG00306,FIN,European,kg,,European
HG00308,FIN,European,kg,,European
HG00309,FIN,European,kg,,European
HG00310,FIN,European,kg,,European
HG00311,FIN,European,kg,,European
HG00313,FIN,European,kg,,European
HG00315,FIN,European,kg,,European
HG00318,FIN,European,kg,,European
HG00319,FIN,European,kg,,European
HG00320,FIN,European,kg,,European
HG00321,FIN,European,kg,,European
HG00323,FIN,European,kg,,European
HG00324,FIN,European,kg,,European
HG00325,FIN,European,kg,,European
HG00326,FIN,European,kg,,European
HG00327,FIN,European,kg,,European
HG00328,FIN,European,kg,,European
HG00329,FIN,European,kg,,European
HG00330,FIN,European,kg,,European
HG00331,FIN,European,kg,,European
HG00332,FIN,European,kg,,European
HG00334,FIN,European,kg,,European
HG00335,FIN,European,kg,,European
HG00336,FIN,European,kg,,European
HG00337,FIN,European,kg,,European
HG00338,FIN,European,kg,,European
HG00339,FIN,European,kg,,European
HG00341,FIN,European,kg,,European
HG00342,FIN,European,kg,,European
HG00343,FIN,European,kg,,European
HG00344,FIN,European,kg,,European
HG00345,FIN,European,kg,,European
HG00346,FIN,European,kg,,European
HG00349,FIN,European,kg,,European
HG00350,FIN,European,kg,,European
HG00351,FIN,European,kg,,European
HG00353,FIN,European,kg,,European
HG00355,FIN,European,kg,,European
HG00356,FIN,European,kg,,European
HG00357,FIN,European,kg,,European
HG00358,FIN,European,kg,,European
HG00360,FIN,European,kg,,European
HG00361,FIN,European,kg,,European
HG00362,FIN,European,kg,,European
HG00364,FIN,European,kg,,European
HG00365,FIN,European,kg,,European
HG00366,FIN,European,kg,,European
HG00367,FIN,European,kg,,European
HG00368,FIN,European,kg,,European
HG00369,FIN,European,kg,,European
HG00371,FIN,European,kg,,European
HG00372,FIN,European,kg,,European
HG00373,FIN,European,kg,,European
HG00375,FIN,European,kg,,European
HG00376,FIN,European,kg,,European
HG00378,FIN,European,kg,,European
HG00379,FIN,European,kg,,European
HG00380,FIN,European,kg,,European
HG00381,FIN,European,kg,,European
HG00382,FIN,European,kg,,European
HG00383,FIN,European,kg,,European
HG00384,FIN,European,kg,,European
HG00403,CHS,East Asian,kg,,East Asian
HG00404,CHS,East Asian,kg,,East Asian
HG00405,CHS,East Asian,kg,,
HG00406,CHS,East Asian,kg,,East Asian
HG00407,CHS,East Asian,kg,,East Asian
HG00408,CHS,East Asian,kg,,
HG00409,CHS,East Asian,kg,,East Asian
HG00410,CHS,East Asian,kg,,East Asian
HG00418,CHS,East Asian,kg,,
HG00419,CHS,East Asian,kg,,East Asian
HG00420,CHS,East Asian,kg,,
HG00421,CHS,East Asian,kg,,East Asian
HG00422,CHS,East Asian,kg,,East Asian
HG00423,CHS,East Asian,kg,,
HG00427,CHS,East Asian,kg,,
HG00428,CHS,East Asian,kg,,East Asian
HG00429,CHS,East Asian,kg,,
HG00436,CHS,East Asian,kg,,East Asian
HG00437,CHS,East Asian,kg,,East Asian
HG00438,CHS,East Asian,kg,,
HG00442,CHS,East Asian,kg,,East Asian
HG00443,CHS,East Asian,kg,,East Asian
HG00444,CHS,East Asian,kg,,
HG00445,CHS,East Asian,kg,,East Asian
HG00446,CHS,East Asian,kg,,East Asian
HG00447,CHS,East Asian,kg,,
HG00448,CHS,East Asian,kg,,East Asian
HG00449,CHS,East Asian,kg,,East Asian
HG00450,CHS,East Asian,kg,,
HG00451,CHS,East Asian,kg,,East Asian
HG00452,CHS,East Asian,kg,,East Asian
HG00453,CHS,East Asian,kg,,
HG00457,CHS,East Asian,kg,,East Asian
HG00458,CHS,East Asian,kg,,East Asian
HG00459,CHS,East Asian,kg,,
HG00463,CHS,East Asian,kg,,East Asian
HG00464,CHS,East Asian,kg,,East Asian
HG00465,CHS,East Asian,kg,,
HG00472,CHS,East Asian,kg,,East Asian
HG00473,CHS,East Asian,kg,,East Asian
HG00474,CHS,East Asian,kg,,
HG00475,CHS,East Asian,kg,,East Asian
HG00476,CHS,East Asian,kg,,East Asian
HG00477,CHS,East Asian,kg,,
HG00478,CHS,East Asian,kg,,East Asian
HG00479,CHS,East Asian,kg,,East Asian
HG00480,CHS,East Asian,kg,,
HG00500,CHS,East Asian,kg,,East Asian
HG00501,CHS,East Asian,kg,,
HG00502,CHS,East Asian,kg,,
HG00512,CHS,East Asian,kg,,
HG00513,CHS,East Asian,kg,,East Asian
HG00514,CHS,East Asian,kg,,
HG00524,CHS,East Asian,kg,,East Asian
HG00525,CHS,East Asian,kg,,East Asian
HG00526,CHS,East Asian,kg,,
HG00530,CHS,East Asian,kg,,East Asian
HG00531,CHS,East Asian,kg,,East Asian
HG00532,CHS,East Asian,kg,,
HG00533,CHS,East Asian,kg,,East Asian
HG00534,CHS,East Asian,kg,,East Asian
HG00535,CHS,East Asian,kg,,
HG00536,CHS,East Asian,kg,,East Asian
HG00537,CHS,East Asian,kg,,East Asian
HG00538,CHS,East Asian,kg,,
HG00542,CHS,East Asian,kg,,East Asian
HG00543,CHS,East Asian,kg,,East Asian
HG00544,CHS,East Asian,kg,,
HG00551,PUR,American,kg,,
HG00552,PUR,American,kg,,
HG00553,PUR,American,kg,,
HG00554,PUR,American,kg,,
HG00555,PUR,American,kg,,
HG00556,CHS,East Asian,kg,,East Asian
HG00557,CHS,East Asian,kg,,East Asian
HG00558,CHS,East Asian,kg,,
HG00559,CHS,East Asian,kg,,East Asian
HG00560,CHS,East Asian,kg,,East Asian
HG00561,CHS,East Asian,kg,,
HG00565,CHS,East Asian,kg,,East Asian
HG00566,CHS,East Asian,kg,,East Asian
HG00567,CHS,East Asian,kg,,
HG00577,CHS,East Asian,kg,,
HG00578,CHS,East Asian,kg,,
HG00579,CHS,East Asian,kg,,
HG00580,CHS,East Asian,kg,,East Asian
HG00581,CHS,East Asian,kg,,East Asian
HG00582,CHS,East Asian,kg,,
HG00583,CHS,East Asian,kg,,East Asian
HG00584,CHS,East Asian,kg,,East Asian
HG00585,CHS,East Asian,kg,,
HG00589,CHS,East Asian,kg,,East Asian
HG00590,CHS,East Asian,kg,,East Asian
HG00591,CHS,East Asian,kg,,
HG00592,CHS,East Asian,kg,,East Asian
HG00593,CHS,East Asian,kg,,East Asian
HG00594,CHS,East Asian,kg,,
HG00595,CHS,East Asian,kg,,East Asian
HG00596,CHS,East Asian,kg,,East Asian
HG00597,CHS,East Asian,kg,,
HG00598,CHS,East Asian,kg,,East Asian
HG00599,CHS,East Asian,kg,,East Asian
HG00607,CHS,East Asian,kg,,East Asian
HG00608,CHS,East Asian,kg,,East Asian
HG00609,CHS,East Asian,kg,,
HG00610,CHS,East Asian,kg,,East Asian
HG00611,CHS,East Asian,kg,,East Asian
HG00612,CHS,East Asian,kg,,
HG00613,CHS,East Asian,kg,,East Asian
HG00614,CHS,East Asian,kg,,East Asian
HG00615,CHS,East Asian,kg,,
HG00619,CHS,East Asian,kg,,East Asian
HG00620,CHS,East Asian,kg,,East Asian
HG00621,CHS,East Asian,kg,,
HG00622,CHS,East Asian,kg,,East Asian
HG00623,CHS,East Asian,kg,,East Asian
HG00625,CHS,East Asian,kg,,East Asian
HG00626,CHS,East Asian,kg,,East Asian
HG00627,CHS,East Asian,kg,,
HG00628,CHS,East Asian,kg,,East Asian
HG00629,CHS,East Asian,kg,,East Asian
HG00630,CHS,East Asian,kg,,
HG00631,CHS,East Asian,kg,,East Asian
HG00632,CHS,East Asian,kg,,East Asian
HG00634,CHS,East Asian,kg,,East Asian
HG00635,CHS,East Asian,kg,,
HG00636,CHS,East Asian,kg,,
HG00637,PUR,American,kg,,
HG00638,PUR,American,kg,,
HG00639,PUR,American,kg,,
HG00640,PUR,American,kg,,
HG00641,PUR,American,kg,,
HG00642,PUR,American,kg,,
HG00650,CHS,East Asian,kg,,East Asian
HG00651,CHS,East Asian,kg,,East Asian
HG00652,CHS,East Asian,kg,,
HG00653,CHS,East Asian,kg,,East Asian
HG00654,CHS,East Asian,kg,,East Asian
HG00655,CHS,East Asian,kg,,
HG00656,CHS,East Asian,kg,,East Asian
HG00657,CHS,East Asian,kg,,East Asian
HG00658,CHS,East Asian,kg,,
HG00662,CHS,East Asian,kg,,East Asian
HG00663,CHS,East Asian,kg,,East Asian
HG00664,CHS,East Asian,kg,,
HG00671,CHS,East Asian,kg,,East Asian
HG00672,CHS,East Asian,kg,,East Asian
HG00673,CHS,East Asian,kg,,
HG00674,CHS,East Asian,kg,,East Asian
HG00675,CHS,East Asian,kg,,East Asian
HG00683,CHS,East Asian,kg,,East Asian
HG00684,CHS,East Asian,kg,,East Asian
HG00685,CHS,East Asian,kg,,
HG00689,CHS,East Asian,kg,,East Asian
HG00690,CHS,East Asian,kg,,East Asian
HG00691,CHS,East Asian,kg,,
HG00692,CHS,East Asian,kg,,East Asian
HG00693,CHS,East Asian,kg,,East Asian
HG00694,CHS,East Asian,kg,,
HG00698,CHS,East Asian,kg,,East Asian
HG00699,CHS,East Asian,kg,,East Asian
HG00700,CHS,East Asian,kg,,
HG00701,CHS,East Asian,kg,,East Asian
HG00702,CHS,East Asian,kg,,
HG00703,CHS,East Asian,kg,,
HG00704,CHS,East Asian,kg,,East Asian
HG00705,CHS,East Asian,kg,,East Asian
HG00706,CHS,East Asian,kg,,
HG00707,CHS,East Asian,kg,,East Asian
HG00708,CHS,East Asian,kg,,East Asian
HG00709,CHS,East Asian,kg,,
HG00717,CHS,East Asian,kg,,East Asian
HG00728,CHS,East Asian,kg,,East Asian
HG00729,CHS,East Asian,kg,,East Asian
HG00731,PUR,American,kg,,
HG00732,PUR,American,kg,,
HG00733,PUR,American,kg,,
HG00734,PUR,American,kg,,
HG00735,PUR,American,kg,,
HG00736,PUR,American,kg,,
HG00737,PUR,American,kg,,
HG00738,PUR,American,kg,,
HG00739,PUR,American,kg,,
HG00740,PUR,American,kg,,
HG00741,PUR,American,kg,,
HG00742,PUR,American,kg,,
HG00743,PUR,American,kg,,
HG00759,CDX,East Asian,kg,,East Asian
HG00766,CDX,East Asian,kg,,East Asian
HG00844,CDX,East Asian,kg,,East Asian
HG00851,CDX,East Asian,kg,,East Asian
HG00864,CDX,East Asian,kg,,East Asian
HG00867,CDX,East Asian,kg,,East Asian
HG00879,CDX,East Asian,kg,,East Asian
HG00881,CDX,East Asian,kg,,East Asian
HG00956,CDX,East Asian,kg,,East Asian
HG00978,CDX,East Asian,kg,,East Asian
HG00982,CDX,East Asian,kg,,East Asian
HG01028,CDX,East Asian,kg,,East Asian
HG01029,CDX,East Asian,kg,,East Asian
HG01031,CDX,East Asian,kg,,East Asian
HG01046,CDX,East Asian,kg,,East Asian
HG01047,PUR,American,kg,,
HG01048,PUR,American,kg,,
HG01049,PUR,American,kg,,
HG01050,PUR,American,kg,,
HG01051,PUR,American,kg,,
HG01052,PUR,American,kg,,
HG01053,PUR,American,kg,,
HG01054,PUR,American,kg,,
HG01055,PUR,American,kg,,
HG01056,PUR,American,kg,,
HG01058,PUR,American,kg,,
HG01060,PUR,American,kg,,
HG01061,PUR,American,kg,,
HG01062,PUR,American,kg,,
HG01063,PUR,American,kg,,
HG01064,PUR,American,kg,,
HG01066,PUR,American,kg,,
HG01067,PUR,American,kg,,
HG01068,PUR,American,kg,,
HG01069,PUR,American,kg,,
HG01070,PUR,American,kg,,
HG01071,PUR,American,kg,,
HG01072,PUR,American,kg,,
HG01073,PUR,American,kg,,
HG01074,PUR,American,kg,,
HG01075,PUR,American,kg,,
HG01077,PUR,American,kg,,
HG01079,PUR,American,kg,,
HG01080,PUR,American,kg,,
HG01081,PUR,American,kg,,
HG01082,PUR,American,kg,,
HG01083,PUR,American,kg,,
HG01084,PUR,American,kg,,
HG01085,PUR,American,kg,,
HG01086,PUR,American,kg,,
HG01087,PUR,American,kg,,
HG01088,PUR,American,kg,,
HG01089,PUR,American,kg,,
HG01092,PUR,American,kg,,
HG01094,PUR,American,kg,,
HG01095,PUR,American,kg,,
HG01096,PUR,American,kg,,
HG01097,PUR,American,kg,,
HG01098,PUR,American,kg,,
HG01099,PUR,American,kg,,
HG01100,PUR,American,kg,,
HG01101,PUR,American,kg,,
HG01102,PUR,American,kg,,
HG01103,PUR,American,kg,,
HG01104,PUR,American,kg,,
HG01105,PUR,American,kg,,
HG01106,PUR,American,kg,,
HG01107,PUR,American,kg,,
HG01108,PUR,American,kg,,
HG01109,PUR,American,kg,,
HG01110,PUR,American,kg,,
HG01111,PUR,American,kg,,
HG01112,CLM,American,kg,,
HG01113,CLM,American,kg,,
HG01114,CLM,American,kg,,
HG01119,CLM,American,kg,,
HG01121,CLM,American,kg,,
HG01122,CLM,American,kg,,
HG01124,CLM,American,kg,,
HG01125,CLM,American,kg,,
HG01126,CLM,American,kg,,
HG01130,CLM,American,kg,,
HG01131,CLM,American,kg,,
HG01133,CLM,American,kg,,
HG01134,CLM,American,kg,,
HG01135,CLM,American,kg,,
HG01136,CLM,American,kg,,
HG01137,CLM,American,kg,,
HG01138,CLM,American,kg,,
HG01139,CLM,American,kg,,
HG01140,CLM,American,kg,,
HG01141,CLM,American,kg,,
HG01142,CLM,American,kg,,
HG01148,CLM,American,kg,,
HG01149,CLM,American,kg,,
HG01150,CLM,American,kg,,
HG01161,PUR,American,kg,,
HG01162,PUR,American,kg,,
HG01164,PUR,American,kg,,
HG01167,PUR,American,kg,,
HG01168,PUR,American,kg,,
HG01169,PUR,American,kg,,
HG01170,PUR,American,kg,,
HG01171,PUR,American,kg,,
HG01172,PUR,American,kg,,
HG01173,PUR,American,kg,,
HG01174,PUR,American,kg,,
HG01175,PUR,American,kg,,
HG01176,PUR,American,kg,,
HG01177,PUR,American,kg,,
HG01178,PUR,American,kg,,
HG01182,PUR,American,kg,,
HG01183,PUR,American,kg,,
HG01184,PUR,American,kg,,
HG01187,PUR,American,kg,,
HG01188,PUR,American,kg,,
HG01189,PUR,American,kg,,
HG01190,PUR,American,kg,,
HG01191,PUR,American,kg,,
HG01192,PUR,American,kg,,
HG01197,PUR,American,kg,,
HG01198,PUR,American,kg,,
HG01199,PUR,American,kg,,
HG01200,PUR,American,kg,,
HG01204,PUR,American,kg,,
HG01205,PUR,American,kg,,
HG01206,PUR,American,kg,,
HG01241,PUR,American,kg,,
HG01242,PUR,American,kg,,
HG01243,PUR,American,kg,,
HG01247,PUR,American,kg,,
HG01248,PUR,American,kg,,
HG01249,PUR,American,kg,,
HG01250,CLM,American,kg,,
HG01251,CLM,American,kg,,
HG01252,CLM,American,kg,,
HG01253,CLM,American,kg,,
HG01254,CLM,American,kg,,
HG01255,CLM,American,kg,,
HG01256,CLM,American,kg,,
HG01257,CLM,American,kg,,
HG01258,CLM,American,kg,,
HG01259,CLM,American,kg,,
HG01260,CLM,American,kg,,
HG01261,CLM,American,kg,,
HG01269,CLM,American,kg,,
HG01271,CLM,American,kg,,
HG01272,CLM,American,kg,,
HG01273,CLM,American,kg,,
HG01274,CLM,American,kg,,
HG01275,CLM,American,kg,,
HG01276,CLM,American,kg,,
HG01277,CLM,American,kg,,
HG01278,CLM,American,kg,,
HG01279,CLM,American,kg,,
HG01280,CLM,American,kg,,
HG01281,CLM,American,kg,,
HG01284,CLM,American,kg,,
HG01286,PUR,American,kg,,
HG01302,PUR,American,kg,,
HG01303,PUR,American,kg,,
HG01305,PUR,American,kg,,
HG01308,PUR,American,kg,,
HG01311,PUR,American,kg,,
HG01312,PUR,American,kg,,
HG01323,PUR,American,kg,,
HG01325,PUR,American,kg,,
HG01326,PUR,American,kg,,
HG01334,GBR,European,kg,,European
HG01341,CLM,American,kg,,
HG01342,CLM,American,kg,,
HG01343,CLM,American,kg,,
HG01344,CLM,American,kg,,
HG01345,CLM,American,kg,,
HG01346,CLM,American,kg,,
HG01347,CLM,American,kg,,
HG01348,CLM,American,kg,,
HG01349,CLM,American,kg,,
HG01350,CLM,American,kg,,
HG01351,CLM,American,kg,,
HG01352,CLM,American,kg,,
HG01353,CLM,American,kg,,
HG01354,CLM,American,kg,,
HG01355,CLM,American,kg,,
HG01356,CLM,American,kg,,
HG01357,CLM,American,kg,,
HG01358,CLM,American,kg,,
HG01359,CLM,American,kg,,
HG01360,CLM,American,kg,,
HG01361,CLM,American,kg,,
HG01362,CLM,American,kg,,
HG01363,CLM,American,kg,,
HG01365,CLM,American,kg,,
HG01366,CLM,American,kg,,
HG01367,CLM,American,kg,,
HG01369,CLM,American,kg,,
HG01372,CLM,American,kg,,
HG01374,CLM,American,kg,,
HG01375,CLM,American,kg,,
HG01376,CLM,American,kg,,
HG01377,CLM,American,kg,,
HG01378,CLM,American,kg,,
HG01379,CLM,American,kg,,
HG01383,CLM,American,kg,,
HG01384,CLM,American,kg,,
HG01385,CLM,American,kg,,
HG01389,CLM,American,kg,,
HG01390,CLM,American,kg,,
HG01391,CLM,American,kg,,
HG01392,PUR,American,kg,,
HG01393,PUR,American,kg,,
HG01395,PUR,American,kg,,
HG01396,PUR,American,kg,,
HG01398,PUR,American,kg,,
HG01402,PUR,American,kg,,
HG01403,PUR,American,kg,,
HG01405,PUR,American,kg,,
HG01412,PUR,American,kg,,
HG01413,PUR,American,kg,,
HG01414,PUR,American,kg,,
HG01431,CLM,American,kg,,
HG01432,CLM,American,kg,,
HG01433,CLM,American,kg,,
HG01435,CLM,American,kg,,
HG01437,CLM,American,kg,,
HG01438,CLM,American,kg,,
HG01439,CLM,American,kg,,
HG01440,CLM,American,kg,,
HG01441,CLM,American,kg,,
HG01443,CLM,American,kg,,
HG01444,CLM,American,kg,,
HG01447,CLM,American,kg,,
HG01455,CLM,American,kg,,
HG01456,CLM,American,kg,,
HG01457,CLM,American,kg,,
HG01459,CLM,American,kg,,
HG01461,CLM,American,kg,,
HG01462,CLM,American,kg,,
HG01463,CLM,American,kg,,
HG01464,CLM,American,kg,,
HG01465,CLM,American,kg,,
HG01466,CLM,American,kg,,
HG01468,CLM,American,kg,,
HG01474,CLM,American,kg,,
HG01479,CLM,American,kg,,
HG01485,CLM,American,kg,,
HG01486,CLM,American,kg,,
HG01488,CLM,American,kg,,
HG01489,CLM,American,kg,,
HG01490,CLM,American,kg,,
HG01491,CLM,American,kg,,
HG01492,CLM,American,kg,,
HG01493,CLM,American,kg,,
HG01494,CLM,American,kg,,
HG01495,CLM,American,kg,,
HG01496,CLM,American,kg,,
HG01497,CLM,American,kg,,
HG01498,CLM,American,kg,,
HG01499,CLM,American,kg,,
HG01500,IBS,European,kg,,European
HG01501,IBS,European,kg,,European
HG01502,IBS,European,kg,,
HG01503,IBS,European,kg,,European
HG01504,IBS,European,kg,,European
HG01505,IBS,European,kg,,
HG01506,IBS,European,kg,,European
HG01507,IBS,European,kg,,European
HG01508,IBS,European,kg,,
HG01509,IBS,European,kg,,European
HG01510,IBS,European,kg,,European
HG01511,IBS,European,kg,,
HG01512,IBS,European,kg,,European
HG01513,IBS,European,kg,,European
HG01514,IBS,European,kg,,
HG01515,IBS,European,kg,,European
HG01516,IBS,European,kg,,European
HG01517,IBS,European,kg,,
HG01518,IBS,European,kg,,European
HG01519,IBS,European,kg,,European
HG01520,IBS,European,kg,,
HG01521,IBS,European,kg,,European
HG01522,IBS,European,kg,,European
HG01523,IBS,European,kg,,
HG01524,IBS,European,kg,,European
HG01525,IBS,European,kg,,European
HG01526,IBS,European,kg,,
HG01527,IBS,European,kg,,European
HG01528,IBS,European,kg,,European
HG01529,IBS,European,kg,,
HG01530,IBS,European,kg,,European
HG01531,IBS,European,kg,,European
HG01532,IBS,European,kg,,
HG01536,IBS,European,kg,,European
HG01537,IBS,European,kg,,European
HG01538,IBS,European,kg,,
HG01550,CLM,American,kg,,
HG01551,CLM,American,kg,,
HG01552,CLM,American,kg,,
HG01556,CLM,American,kg,,
HG01565,PEL,American,kg,,
HG01566,PEL,American,kg,,
HG01567,PEL,American,kg,,
HG01571,PEL,American,kg,,
HG01572,PEL,American,kg,,American
HG01573,PEL,American,kg,,
HG01577,PEL,American,kg,,
HG01578,PEL,American,kg,,
HG01579,PEL,American,kg,,
HG01583,PJL,South Asian,kg,,South Asian
HG01586,PJL,South Asian,kg,,South Asian
HG01589,PJL,South Asian,kg,,South Asian
HG01593,PJL,South Asian,kg,,South Asian
HG01595,KHV,East Asian,kg,,East Asian
HG01596,KHV,East Asian,kg,,East Asian
HG01597,KHV,East Asian,kg,,East Asian
HG01598,KHV,East Asian,kg,,East Asian
HG01599,KHV,East Asian,kg,,East Asian
HG01600,KHV,East Asian,kg,,East Asian
HG01601,IBS,European,kg,,
HG01602,IBS,European,kg,,European
HG01603,IBS,European,kg,,European
HG01604,IBS,European,kg,,
HG01605,IBS,European,kg,,European
HG01606,IBS,European,kg,,European
HG01607,IBS,European,kg,,European
HG01608,IBS,European,kg,,European
HG01609,IBS,European,kg,,
HG01610,IBS,European,kg,,European
HG01611,IBS,European,kg,,
HG01612,IBS,European,kg,,European
HG01613,IBS,European,kg,,European
HG01614,IBS,European,kg,,
HG01615,IBS,European,kg,,European
HG01616,IBS,European,kg,,
HG01617,IBS,European,kg,,European
HG01618,IBS,European,kg,,European
HG01619,IBS,European,kg,,European
HG01620,IBS,European,kg,,European
HG01621,IBS,European,kg,,
HG01622,IBS,European,kg,,
HG01623,IBS,European,kg,,European
HG01624,IBS,European,kg,,European
HG01625,IBS,European,kg,,European
HG01626,IBS,European,kg,,European
HG01627,IBS,European,kg,,
HG01628,IBS,European,kg,,European
HG01629,IBS,European,kg,,
HG01630,IBS,European,kg,,European
HG01631,IBS,European,kg,,European
HG01632,IBS,European,kg,,European
HG01633,IBS,European,kg,,
HG01667,IBS,European,kg,,
HG01668,IBS,European,kg,,European
HG01669,IBS,European,kg,,European
HG01670,IBS,European,kg,,European
HG01671,IBS,European,kg,,
HG01672,IBS,European,kg,,European
HG01673,IBS,European,kg,,European
HG01674,IBS,European,kg,,
HG01675,IBS,European,kg,,European
HG01676,IBS,European,kg,,European
HG01677,IBS,European,kg,,
HG01678,IBS,European,kg,,European
HG01679,IBS,European,kg,,European
HG01680,IBS,European,kg,,European
HG01681,IBS,European,kg,,
HG01682,IBS,European,kg,,European
HG01683,IBS,European,kg,,
HG01684,IBS,European,kg,,European
HG01685,IBS,European,kg,,European
HG01686,IBS,European,kg,,European
HG01687,IBS,European,kg,,
HG01694,IBS,European,kg,,European
HG01695,IBS,European,kg,,European
HG01696,IBS,European,kg,,
HG01697,IBS,European,kg,,European
HG01698,IBS,European,kg,,
HG01699,IBS,European,kg,,European
HG01700,IBS,European,kg,,European
HG01701,IBS,European,kg,,
HG01702,IBS,European,kg,,European
HG01703,IBS,European,kg,,
HG01704,IBS,European,kg,,European
HG01705,IBS,European,kg,,European
HG01706,IBS,European,kg,,
HG01707,IBS,European,kg,,European
HG01708,IBS,European,kg,,European
HG01709,IBS,European,kg,,European
HG01710,IBS,European,kg,,European
HG01711,IBS,European,kg,,
HG01746,IBS,European,kg,,European
HG01747,IBS,European,kg,,European
HG01748,IBS,European,kg,,
HG01755,IBS,European,kg,,
HG01756,IBS,European,kg,,European
HG01757,IBS,European,kg,,European
HG01761,IBS,European,kg,,European
HG01762,IBS,European,kg,,European
HG01763,IBS,European,kg,,
HG01765,IBS,European,kg,,European
HG01766,IBS,European,kg,,European
HG01767,IBS,European,kg,,European
HG01768,IBS,European,kg,,European
HG01770,IBS,European,kg,,European
HG01771,IBS,European,kg,,European
HG01772,IBS,European,kg,,
HG01773,IBS,European,kg,,European
HG01774,IBS,European,kg,,
HG01775,IBS,European,kg,,European
HG01776,IBS,European,kg,,European
HG01777,IBS,European,kg,,European
HG01778,IBS,European,kg,,
HG01779,IBS,European,kg,,European
HG01780,IBS,European,kg,,
HG01781,IBS,European,kg,,European
HG01782,IBS,European,kg,,
